Dataset,Metric,Comparison,Test Type,P-value,Significance,Mean_Diff (OPNs - Base),95% CI Lower,95% CI Upper
hepatitis,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.2298797086101679,0.22278736775185318,0.23697204946848263
hepatitis,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.33373636977327187,0.3161201586796792,0.35135258086686455
hepatitis,ARI,OPNs vs KKM(p),Paired t-test,5.317367676952613e-07,** (p<0.01),0.18699815069354533,0.1532425603854271,0.22075374100166356
hepatitis,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.17627961830953953,0.16659881057180337,0.1859604260472757
hepatitis,ARI,OPNs vs KKM(r),Paired t-test,2.141233039103047e-07,** (p<0.01),0.2602443197392182,0.21798284890091285,0.3025057905775235
hepatitis,ARI,OPNs vs TDEC,Paired t-test,5.083424921565129e-11,** (p<0.01),0.295840456117843,0.27716270850263336,0.3145182037330526
hepatitis,ARI,OPNs vs ZEUS,Paired t-test,2.389994508395457e-05,** (p<0.01),0.42146992491784296,0.30113975860168285,0.5418000912340031
hepatitis,ARI,OPNs vs IDC,Paired t-test,0.13762179010940392,ns (Not Significant),-0.19322216570612047,-0.46144414604097994,0.07499981462873903
segment,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.12369593588775171,0.08502723548999366,0.16236463628550976
segment,ARI,OPNs vs MDK,Paired t-test,0.0002620735901432263,** (p<0.01),0.10735537675532462,0.06542639196097794,0.1492843615496713
segment,ARI,OPNs vs CDK,Wilcoxon test,0.00390625,** (p<0.01),0.14822871245505773,0.10145177484820372,0.19500565006191173
segment,ARI,OPNs vs KKM(p),Paired t-test,0.002044443536518319,** (p<0.01),0.19489064765148406,0.09192696899567482,0.2978543263072933
segment,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.13838724268047187,0.10245458541184252,0.17431989994910121
segment,ARI,OPNs vs KKM(r),Paired t-test,0.0010187701988497641,** (p<0.01),0.12235119550304899,0.06429740669463979,0.18040498431145818
segment,ARI,OPNs vs TDEC,Wilcoxon test,0.001953125,** (p<0.01),0.5401485975555574,0.4867207986630815,0.5935763964480334
segment,ARI,OPNs vs ZEUS,Wilcoxon test,0.001953125,** (p<0.01),0.5870285346555574,0.549359033575555,0.6246980357355597
segment,ARI,OPNs vs IDC,Paired t-test,8.975241474767748e-06,** (p<0.01),-0.16737870721769282,-0.2097072210458169,-0.12505019338956874
sonar,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.2856451762547815,0.2587092016759213,0.31258115083364163
sonar,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.28895234743438464,0.2626459150134235,0.3152587798553458
sonar,ARI,OPNs vs CDK,Paired t-test,1.6625142770373374e-09,** (p<0.01),0.2687889462597032,0.24369361967323322,0.29388427284617313
sonar,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.28741303766918275,0.2620511172437591,0.31277495809460637
sonar,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.29087232281954695,0.26742393657640195,0.31432070906269194
sonar,ARI,OPNs vs KKM(r),Paired t-test,2.8789293795046423e-09,** (p<0.01),0.27574833885196803,0.2483588993179012,0.3031377783860349
sonar,ARI,OPNs vs TDEC,Wilcoxon test,0.41015625,ns (Not Significant),-0.40942591746561546,-0.877019802192734,0.05816796726150314
sonar,ARI,OPNs vs ZEUS,Paired t-test,3.9096680147397693e-07,** (p<0.01),0.28007221173438457,0.23129736670746556,0.32884705676130355
sonar,ARI,OPNs vs IDC,Paired t-test,6.062728845944816e-05,** (p<0.01),-0.2405717258088227,-0.31789197937958996,-0.16325147223805542
air,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.27399953391091286,0.233501675281586,0.31449739254023973
air,ARI,OPNs vs MDK,Paired t-test,1.5881749986604765e-14,** (p<0.01),0.2895397212685841,0.2821035095232361,0.29697593301393216
air,ARI,OPNs vs CDK,Paired t-test,1.2323197140831534e-12,** (p<0.01),0.1803390443577799,0.17282130149859629,0.1878567872169635
air,ARI,OPNs vs KKM(p),Paired t-test,1.1845801176141796e-14,** (p<0.01),0.2915795775132207,0.28433124610663013,0.2988279089198113
air,ARI,OPNs vs KKM(l),Paired t-test,1.260013366253184e-14,** (p<0.01),0.2899730133229762,0.2827149550183192,0.2972310716276332
air,ARI,OPNs vs KKM(r),Paired t-test,2.6522628761052307e-13,** (p<0.01),0.22363339677171185,0.21577675392557036,0.23149003961785333
air,ARI,OPNs vs TDEC,Paired t-test,0.0010091641591907113,** (p<0.01),-0.3791357467314158,-0.5587745892423199,-0.19949690422051175
air,ARI,OPNs vs ZEUS,Paired t-test,1.3616885909979981e-08,** (p<0.01),0.2870872778685841,0.2530870224867522,0.32108753325041606
air,ARI,OPNs vs IDC,Paired t-test,2.2416506808547115e-08,** (p<0.01),-0.5048927122209093,-0.5681764093656928,-0.44160901507612565
